Symbol,Company Name,Industry,Market Cap
RBOT,Vicarious Surgical,Medical Devices,283401007
RBT,Rubicon Technologies,Software - Application,98207268
RC,Ready Capital,REIT - Mortgage,1117285880
RCAC,Revelstone Capital Acquisition,Shell Companies,211818760
RCAT,Red Cat Holdings,Computer Hardware,55542468
RCEL,AVITA Medical,Medical Devices,364010879
RCFA,RCF Acquisition,Shell Companies,299862490
RCI,Rogers Communications,Telecom Services,23196235863
RCKT,Rocket Pharmaceuticals,Biotechnology,1418738664
RCKY,Rocky Brands,Footwear & Accessories,170433000
RCL,Royal Caribbean Cruises,Travel Services,16406302264
RCLF,Rosecliff Acquisition Corp I,Shell Companies,317514990
RCM,R1 RCM,Health Information Services,6124931635
RCMT,RCM Technologies,Conglomerates,103327819
RCON,Recon Technology,Oil & Gas Equipment & Services,16164613
RCRT,Recruiter.com Group,Staffing & Employment Services,4305967
RCUS,Arcus Biosciences,Biotechnology,1331726039
RDCM,RADCOM,Telecom Services,139806802
RDFN,Redfin,Real Estate Services,1002977900
RDHL,RedHill Biopharma,Drug Manufacturers - Specialty & Generic,9120400
RDI,Reading International,Entertainment,97831657
RDIB,Reading International,Entertainment,101381002
RDN,Radian Group,Insurance - Specialty,3480252843
RDNT,RadNet,Diagnostics & Research,1455737154
RDVT,Red Violet,Software - Application,244134165
RDW,Redwire,Aerospace & Defense,192198994
RDWR,Radware,Software - Infrastructure,960041528
RDY,Dr. Reddy's Laboratories,Drug Manufacturers - Specialty & Generic,9524460241
RE,Everest Re Group,Insurance - Reinsurance,14172948540
REAL,The RealReal,Luxury Goods,129022660
REAX,The Real Brokerage,Real Estate Services,210562560
REBN,Reborn Coffee,Restaurants,12306747
REE,REE Automotive,Recreational Vehicles,80803140
REFI,Chicago Atlantic Real Estate Finance,REIT - Mortgage,245187852
REFR,Research Frontiers,Electronic Components,57971089
REG,Regency Centers,REIT - Retail,10492615000
REGN,Regeneron Pharmaceuticals,Biotechnology,88821208330
REI,Ring Energy,Oil & Gas E&P,381122987
REKR,Rekor Systems,Software - Infrastructure,75592924
RELI,Reliance Global Group,Insurance Brokers,3826755
RELL,Richardson Electronics,Electronic Components,337736425
RELX,RELX PLC,Publishing,61615426982
RELY,Remitly Global,Software - Infrastructure,2980390900
RENE,Cartesian Growth Corporation II,Shell Companies,301299979
RENN,Renren,Software - Application,33390522
RENT,Rent the Runway,Apparel Retail,188566114
REPL,Replimune Group,Biotechnology,995428350
REPX,Riley Exploration Permian,Oil & Gas E&P,858769140
RERE,ATRenew,Internet Retail,716983930
RES,"RPC, Inc.",Oil & Gas Equipment & Services,1796550000
RETA,Reata Pharmaceuticals,Biotechnology,3446358456
RETO,ReTo Eco-Solutions,Building Materials,15497362
REUN,Reunion Neuroscience,Biotechnology,8151640
REVB,Revelation Biosciences,Biotechnology,4714354
REVE,Alpine Acquisition,Shell Companies,32444692
REVG,REV Group,Farm & Heavy Construction Machinery,703360931
REX,REX American Resources,Specialty Chemicals,514237085
REXR,Rexford Industrial Realty,REIT - Industrial,11593534620
REYN,Reynolds Consumer Products,Packaging & Containers,5822579020
REZI,Resideo Technologies,Security & Protection Services,2677208160
RF,Regions Financial,Banks - Regional,17364161663
RFAC,RF Acquisition,Shell Companies,149976750
RFIL,RF Industries,Electrical Equipment & Parts,44663374
RFL,Rafael Holdings,Real Estate Services,39869381
RGA,"Reinsurance Group of America,",Insurance - Reinsurance,8996080275
RGC,Regencell Bioscience Holdings,Drug Manufacturers - Specialty & Generic,336773852
RGCO,RGC Resources,Utilities - Regulated Gas,227946790
RGEN,Repligen,Medical Instruments & Supplies,9081706970
RGF,The Real Good Food Company,Packaged Foods,102106246
RGLD,Royal Gold,Gold,8639420001
RGLS,Regulus Therapeutics,Biotechnology,14691478
RGNX,REGENXBIO,Biotechnology,880993443
RGP,Resources Connection,Consulting Services,574810187
RGR,"Sturm, Ruger & Company",Aerospace & Defense,1014971888
RGS,Regis,Personal Services,49665523
RGTI,Rigetti Computing,Computer Hardware,86432560
RH,RH,Specialty Retail,5331239082
RHE,Regional Health Properties,Medical Care Facilities,6151890
RHI,Robert Half International,Staffing & Employment Services,8574914760
RHP,Ryman Hospitality Properties,REIT - Hotel & Motel,4922542487
RIBT,RiceBran Technologies,Packaged Foods,5761858
RICK,RCI Hospitality Holdings,Restaurants,714972841
RIDE,Lordstown Motors,Auto Manufacturers,160152966
RIG,Transocean,Oil & Gas Drilling,5152209920
RIGL,Rigel Pharmaceuticals,Biotechnology,220539300
RILY,B. Riley Financial,Financial Conglomerates,804595768
RIO,Rio Tinto Group,Other Industrial Metals & Mining,110444707958
RIOT,Riot Blockchain,Software - Application,1614687007
RITM,Rithm Capital,REIT - Mortgage,3761416073
RIVN,Rivian Automotive,Auto Manufacturers,13454182000
RJAC,Jackson Acquisition Company,Shell Companies,286746885
RJF,Raymond James Financial,Capital Markets,19833919200
RKDA,Arcadia Biosciences,Agricultural Inputs,4848502
RKLB,Rocket Lab USA,Aerospace & Defense,1929701928
RKT,Rocket Companies,Mortgage Finance,18124176757
RL,Ralph Lauren,Apparel Manufacturing,7753898970
RLAY,Relay Therapeutics,Biotechnology,2051406500
RLGT,Radiant Logistics,Integrated Freight & Logistics,311251198
RLI,RLI Corp.,Insurance - Property & Casualty,5838399840
RLJ,RLJ Lodging Trust,REIT - Hotel & Motel,1698972946
RLMD,Relmada Therapeutics,Biotechnology,71335104
RLX,RLX Technology,Tobacco,4504360040
RLYB,Rallybio,Biotechnology,213220000
RM,Regional Management,Credit Services,249793798
RMAX,RE/MAX Holdings,Real Estate Services,551686254
RMBI,Richmond Mutual Bancorporation,Banks - Regional,119607600
RMBL,RumbleON,Auto & Truck Dealerships,104477796
RMBS,Rambus,Semiconductors,5510113530
RMCF,Rocky Mountain Chocolate Factory,Confectioners,32751572
RMD,ResMed,Medical Instruments & Supplies,32198043777
RMED,Ra Medical Systems,Medical Devices,7775179
RMGC,RMG Acquisition Corp. III,Shell Companies,614617480
RMNI,Rimini Street,Software - Application,349007580
RMR,The RMR Group,Real Estate Services,431021668
RMTI,Rockwell Medical,Drug Manufacturers - Specialty & Generic,22594860
RNA,Avidity Biosciences,Biotechnology,1089027040
RNAZ,TransCode Therapeutics,Biotechnology,5538225
RNG,RingCentral,Software - Application,2944759634
RNGR,Ranger Energy Services,Oil & Gas Equipment & Services,265402020
RNLX,Renalytix,Health Information Services,110193145
RNR,RenaissanceRe Holdings,Insurance - Reinsurance,8834773797
RNST,Renasant,Banks - Regional,1720328135
RNW,ReNew Energy Global,Utilities - Renewable,2107798796
RNXT,RenovoRx,Biotechnology,28202870
ROAD,Construction Partners,Engineering & Construction,1363365060
ROC,ROC Energy Acquisition,Shell Companies,280055930
ROCC,Ranger Oil,Oil & Gas E&P,814663933
ROCG,Roth CH Acquisition IV Co.,Shell Companies,59719137
ROCK,Gibraltar Industries,Building Products & Equipment,1498994685
ROCL,Roth Ch Acquisition V Co.,Shell Companies,153112680
ROG,Rogers,Electronic Components,3018751008
ROIC,Retail Opportunity Investments,REIT - Retail,1714092750
ROIV,Roivant Sciences,Biotechnology,5612359859
ROK,Rockwell Automation,Specialty Industrial Machinery,33434848780
ROKU,"Roku, Inc.",Entertainment,9206561996
ROL,Rollins,Personal Services,18453262800
RONI,Rice Acquisition Corp. II,Shell Companies,441625580
ROOT,"Root, Inc.",Insurance - Property & Casualty,61101040
ROP,Roper Technologies,Specialty Industrial Machinery,46830851970
ROSE,Rose Hill Acquisition,Shell Companies,201047175
ROSS,Ross Acquisition Corp II,Shell Companies,441384375
ROST,Ross Stores,Apparel Retail,37156674240
ROVR,Rover Group,Personal Services,849356513
RPAY,Repay Holdings,Software - Infrastructure,579691456
RPD,Rapid7,Software - Infrastructure,2981565553
RPHM,Reneo Pharmaceuticals,Biotechnology,141103588
RPID,Rapid Micro Biosystems,Medical Devices,57798241
RPM,RPM International,Specialty Chemicals,11405101500
RPRX,Royalty Pharma,Biotechnology,15900796654
RPT,RPT Realty,REIT - Retail,831502080
RPTX,Repare Therapeutics,Biotechnology,405630956
RRAC,Rigel Resource Acquisition,Shell Companies,392250010
RRBI,Red River Bancshares,Banks - Regional,348898066
RRC,Range Resources,Oil & Gas E&P,6446129216
RRGB,Red Robin Gourmet Burgers,Restaurants,235962216
RRR,Red Rock Resorts,Resorts & Casinos,2623430693
RRX,Regal Rexnord,Specialty Industrial Machinery,9309010150
RS,Reliance Steel & Aluminum Co.,Steel,15147704985
RSG,Republic Services,Waste Management,43050295720
RSI,Rush Street Interactive,Gambling,689738378
RSKD,Riskified,Software - Application,994757714
RSLS,ReShape Lifesciences,Medical Devices,4682862
RSSS,Research Solutions,Software - Application,58912896
RSVR,Reservoir Media,Entertainment,423010764
RTC,Baijiayun Group,Software - Application,624204232
RTL,The Necessity Retail REIT,REIT - Diversified,907580113
RTO,Rentokil Initial,Specialty Business Services,18446692800
RTX,Raytheon Technologies,Aerospace & Defense,147169660191
RUM,Rumble,Software - Application,2629404449
RUN,Sunrun,Solar,4279743360
RUSHA,Rush Enterprises,Auto & Truck Dealerships,3077269833
RUSHB,Rush Enterprises,Auto & Truck Dealerships,3085169910
RUTH,Ruth's Hospitality Group,Restaurants,523575624
RVLP,RVL Pharmaceuticals,Biotechnology,111271776
RVLV,Revolve Group,Internet Retail,1951335230
RVMD,Revolution Medicines,Biotechnology,2258320980
RVNC,Revance Therapeutics,Biotechnology,2930680869
RVP,Retractable Technologies,Medical Instruments & Supplies,57640100
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,91993050
RVSB,Riverview Bancorp,Banks - Regional,113285501
RVSN,Rail Vision,Railroads,15047162
RVYL,Ryvyl,Software - Infrastructure,20216422
RWAY,Runway Growth Finance,Credit Services,494213460
RWLK,ReWalk Robotics,Medical Devices,41065061
RWOD,Redwoods Acquisition,Shell Companies,153968650
RWT,Redwood Trust,REIT - Mortgage,761046300
RXDX,Prometheus Biosciences,Biotechnology,5207894971
RXO,"RXO, Inc.",Trucking,2293541670
RXRX,Recursion Pharmaceuticals,Biotechnology,1317595349
RXST,RxSight,Medical Devices,581617554
RXT,Rackspace Technology,Software - Infrastructure,400294400
RY,Royal Bank of Canada,Banks - Diversified,135632290555
RYAAY,Ryanair Holdings,Airlines,21138176317
RYAM,Rayonier Advanced Materials,Chemicals,403170348
RYAN,Ryan Specialty Holdings,Insurance - Specialty,10653702672
RYI,Ryerson Holding,Metal Fabrication,1289165134
RYN,Rayonier,REIT - Specialty,4883625115
RYTM,Rhythm Pharmaceuticals,Biotechnology,1055505360
RZLT,Rezolute,Biotechnology,75496580
S,SentinelOne,Software - Infrastructure,5096246385
SA,Seabridge Gold,Gold,1050811061
SABR,Sabre,Travel Services,1406378006
SABS,SAB Biotherapeutics,Biotechnology,23434977
SACH,Sachem Capital,REIT - Mortgage,150944090
SAFE,Safehold,REIT - Diversified,1784565640
SAFT,Safety Insurance Group,Insurance - Property & Casualty,1106181896
SAGA,Sagaliam Acquisition,Shell Companies,156642800
SAGE,Sage Therapeutics,Biotechnology,2519485544
SAH,Sonic Automotive,Auto & Truck Dealerships,1940528200
SAI,SAI.TECH Global,Capital Markets,27302803
SAIA,"Saia, Inc.",Trucking,7021323936
SAIC,Science Applications International,Information Technology Services,6036537650
SAL,Salisbury Bancorp,Banks - Regional,143462807
SALM,Salem Media Group,Broadcasting,29106839
SAM,The Boston Beer Company,Beverages - Brewers,4030615726
SAMA,Schultze Special Purpose Acquisition Corp. II,Shell Companies,212851695
SAMG,Silvercrest Asset Management Group,Asset Management,171594641
SAN,Banco Santander,Banks - Diversified,61233543926
SANA,Sana Biotechnology,Biotechnology,616182394
SAND,Sandstorm Gold,Gold,1778389502
SANG,Sangoma Technologies,Software - Infrastructure,86023800
SANM,Sanmina,Electronic Components,3503796308
SANW,S&W Seed Company,Farm Products,61397336
SAP,SAP SE,Software - Application,147430598400
SAR,Saratoga Investment,Asset Management,299997315
SASI,Sigma Labs,Information Technology Services,5018990
SASR,Sandy Spring Bancorp,Banks - Regional,1140529773
SATL,Satellogic,Scientific & Technical Instruments,191889057
SATS,EchoStar,Communication Equipment,1541538788
SATX,Satixfy Communications,Communication Equipment,58366929
SAVA,Cassava Sciences,Biotechnology,1012840444
SAVE,Spirit Airlines,Airlines,1918417500
SB,Safe Bulkers,Marine Shipping,433908350
SBAC,SBA Communications,REIT - Specialty,27553186170
SBCF,Seacoast Banking Corporation of Florida,Banks - Regional,1997368284
SBET,SharpLink Gaming,Gambling,10625558
SBEV,Splash Beverage Group,Beverages - Brewers,60151650
SBFG,SB Financial Group,Banks - Regional,98112871
SBFM,Sunshine Biopharma,Drug Manufacturers - Specialty & Generic,15364984
SBGI,Sinclair Broadcast Group,Entertainment,1130778427
SBH,Sally Beauty Holdings,Specialty Retail,1704384520
SBIG,SpringBig Holdings,Software - Application,18050336
SBLK,Star Bulk Carriers,Marine Shipping,2128111330
SBOW,SilverBow Resources,Oil & Gas E&P,547234595
SBR,Sabine Royalty Trust,Oil & Gas E&P,1104090389
SBRA,Sabra Health Care REIT,REIT - Healthcare Facilities,2579734529
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,6800924659
SBSI,Southside Bancshares,Banks - Regional,1034970192
SBSW,Sibanye Stillwater,Gold,5851794308
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,287723836
SBUX,Starbucks,Restaurants,120504101645
SBXC,SilverBox Corp III,Shell Companies,145870000
SCAQ,Stratim Cloud Acquisition,Shell Companies,316585990
SCCO,Southern Copper,Copper,59714399716
SCHL,Scholastic,Publishing,1189356070
SCHN,Schnitzer Steel Industries,Steel,852443976
SCHW,The Charles Schwab Corporation,Capital Markets,91693004625
SCI,Service Corporation International,Personal Services,10588780360
SCKT,Socket Mobile,Computer Hardware,13345537
SCL,Stepan Company,Specialty Chemicals,2295126074
SCLX,Scilex Holding Company,Drug Manufacturers - General,1188359715
SCM,Stellus Capital Investment,Asset Management,276005406
SCOR,comScore,Internet Content & Information,121143381
SCPH,scPharmaceuticals,Biotechnology,325856501
SCPL,SciPlay,Electronic Gaming & Multimedia,375059194
SCRM,Screaming Eagle Acquisition,Shell Companies,953438784
SCS,Steelcase,Business Equipment & Supplies,962640737
SCSC,ScanSource,Electronics & Computer Distribution,771886185
SCTL,Societal CDMO,Drug Manufacturers - Specialty & Generic,97626030
SCU,Sculptor Capital Management,Asset Management,218738952
SCUA,Sculptor Acquisition Corp I,Shell Companies,300149979
SCVL,Shoe Carnival,Apparel Retail,710707032
SCWO,374Water,Pollution & Treatment Controls,629084300
SCWX,SecureWorks,Software - Infrastructure,752713737
SCX,The L.S. Starrett Company,Tools & Accessories,81606650
SCYX,SCYNEXIS,Drug Manufacturers - Specialty & Generic,119851190
SD,SandRidge Energy,Oil & Gas E&P,562810164
SDAC,Sustainable Development Acquisition I,Shell Companies,399266120
SDC,SmileDirectClub,Medical Instruments & Supplies,157184556
SDGR,Schrödinger,Health Information Services,1979664417
SDIG,Stronghold Digital Mining,Capital Markets,23110176
SDPI,Superior Drilling Products,Oil & Gas Equipment & Services,29245100
SDRL,Seadrill,Oil & Gas Drilling,2081000000
SE,Sea Limited,Internet Retail,49331829755
SEAC,SeaChange International,Software - Application,18780911
SEAS,SeaWorld Entertainment,Leisure,3926568742
SEAT,Vivid Seats,Internet Content & Information,1632305364
SEB,Seaboard,Conglomerates,4449258132
SECO,Secoo Holding,Internet Retail,4309809
SEDA,SDCL EDGE Acquisition,Shell Companies,256939358
SEDG,SolarEdge Technologies,Solar,16749092246
SEE,Sealed Air,Packaging & Containers,6603536940
SEED,Origin Agritech,Agricultural Inputs,35698660
SEEL,Seelos Therapeutics,Biotechnology,80002140
SEER,"Seer, Inc.",Biotechnology,256324069
SEIC,SEI Investments Company,Asset Management,7697355120
SELB,Selecta Biosciences,Biotechnology,210047041
SELF,Global Self Storage,REIT - Industrial,56969676
SEM,Select Medical Holdings,Medical Care Facilities,3270966720
SEMR,Semrush Holdings,Software - Application,1460892980
SENEA,Seneca Foods,Packaged Foods,402326386
SENEB,Seneca Foods,Packaged Foods,401635260
SENS,Senseonics Holdings,Medical Devices,305667838
SEPA,SEP Acquisition,Shell Companies,224842448
SERA,Sera Prognostics,Diagnostics & Research,120985792
SES,SES AI,Auto Parts,1017952926
SEV,Sono Group,Auto Manufacturers,33904006
SEVN,Seven Hills Realty Trust,REIT - Mortgage,148100497
SF,Stifel Financial,Capital Markets,6220668300
SFBC,Sound Financial Bancorp,Banks - Regional,96287067
SFBS,ServisFirst Bancshares,Banks - Regional,2922271304
SFE,Safeguard Scientifics,Asset Management,27656110
SFIX,Stitch Fix,Apparel Retail,564785150
SFL,SFL Corporation,Marine Shipping,1181421840
SFM,Sprouts Farmers Market,Grocery Stores,3704873980
SFNC,Simmons First National,Banks - Regional,2204850360
SFR,Appreciate Holdings,Real Estate Services,23409568
SFST,Southern First Bancshares,Banks - Regional,249408140
SFT,Shift Technologies,Auto & Truck Dealerships,18869667
SFWL,Shengfeng Development,Integrated Freight & Logistics,335320000
SG,Sweetgreen,Restaurants,913177200
SGA,Saga Communications,Broadcasting,136799660
SGBX,SG Blocks,Metal Fabrication,12411706
SGC,Superior Group of Companies,Apparel Manufacturing,130151073
SGEN,Seagen,Biotechnology,37797028000
SGH,SMART Global Holdings,Semiconductors,826141876
SGHC,Super Group (SGHC),Gambling,2047625057
SGHL,Signal Hill Acquisition,Shell Companies,129875598
SGHT,Sight Sciences,Medical Devices,409628970
SGII,Seaport Global Acquisition II,Shell Companies,78040135
SGLY,Singularity Future Technology,Integrated Freight & Logistics,15571675
SGMA,SigmaTron International,Electronic Components,16210344
SGML,Sigma Lithium,Other Industrial Metals & Mining,3946455000
SGMO,Sangamo Therapeutics,Biotechnology,333722204
SGRP,SPAR Group,Specialty Business Services,29950752
SGRY,Surgery Partners,Medical Care Facilities,4351746840
SGTX,Sigilon Therapeutics,Biotechnology,30194031
SGU,"Star Group,",Oil & Gas Refining & Marketing,460641710
SHAK,Shake Shack,Restaurants,2342454104
SHAP,Spree Acquisition Corp. 1,Shell Companies,271392032
SHBI,Shore Bancshares,Banks - Regional,283076250
SHC,Sotera Health Company,Diagnostics & Research,4928281490
SHCO,Soho House & Co,Lodging,1269904750
SHCR,Sharecare,Health Information Services,520084111
SHEL,Shell,Oil & Gas Integrated,207529944545
SHEN,Shenandoah Telecommunications Company,Telecom Services,951170031
SHFS,SHF Holdings,Banks - Regional,15553248
SHG,Shinhan Financial Group Co.,Banks - Regional,13466019747
SHIP,Seanergy Maritime Holdings,Marine Shipping,88229260
SHLS,Shoals Technologies Group,Solar,3838478280
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,2030271672
SHOO,Steven Madden,Footwear & Accessories,2810762048
SHOP,Shopify,Software - Application,60868287762
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,18569576
SHPW,Shapeways Holdings,Specialty Industrial Machinery,15651417
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,142602590
SHW,The Sherwin-Williams Company,Specialty Chemicals,58485130107
SHYF,The Shyft Group,Farm & Heavy Construction Machinery,806620440
SI,Silvergate Capital,Banks - Regional,51286932
SIBN,SI-BONE,Medical Devices,678370784
SID,Companhia Siderúrgica Nacional,Steel,4148684800
SIDU,Sidus Space,Aerospace & Defense,18966131
SIEB,Siebert Financial,Capital Markets,58635493
SIEN,Sientra,Medical Devices,14846412
SIF,SIFCO Industries,Aerospace & Defense,17684838
SIFY,Sify Technologies,Telecom Services,219290400
SIG,Signet Jewelers,Luxury Goods,3601900478
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,415156900
SIGI,Selective Insurance Group,Insurance - Property & Casualty,5781220440
SII,Sprott,Asset Management,952855773
SILC,Silicom,Communication Equipment,251728057
SILK,Silk Road Medical,Medical Devices,1546172400
SILO,Silo Pharma,Biotechnology,9008356
SILV,SilverCrest Metals,Other Precious Metals & Mining,1055646327
SIM,"Grupo Simec,",Steel,5668356074
SIMO,Silicon Motion Technology,Semiconductors,2172748200
SINT,Sintx Technologies,Medical Devices,4830085
SIRE,Sisecam Resources LP,Chemicals,497172978
SIRI,Sirius XM Holdings,Entertainment,15406380380
SISI,Shineco,Drug Manufacturers - Specialty & Generic,12599329
SITC,SITE Centers,REIT - Retail,2585484072
SITE,SiteOne Landscape Supply,Industrial Distribution,6048614544
SITM,SiTime,Semiconductors,2996990960
SIX,Six Flags Entertainment,Leisure,2208566930
SJ,Scienjoy Holding,Broadcasting,165568550
SJM,The J. M. Smucker Company,Packaged Foods,16810099040
SJR,Shaw Communications,Telecom Services,15075331856
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,501510688
SJW,SJW Group,Utilities - Regulated Water,2348968590
SKE,Skeena Resources,Other Industrial Metals & Mining,487642500
SKGR,SK Growth Opportunities,Shell Companies,273004010
SKIL,Skillsoft,Education & Training Services,330534434
SKIN,The Beauty Health Company,Household & Personal Products,1824920826
SKLZ,Skillz,Electronic Gaming & Multimedia,277932639
SKM,"SK Telecom Co.,Ltd",Telecom Services,7959259098
SKT,Tanger Factory Outlet Centers,REIT - Retail,2053385700
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,851681280
SKX,Skechers U.S.A.,Footwear & Accessories,7375989858
SKY,Skyline Champion,Residential Construction,4146161424
SKYA,Skydeck Acquisition,Shell Companies,283694301
SKYH,Sky Harbour Group,Aerospace & Defense,364649551
SKYT,SkyWater Technology,Semiconductors,500085923
SKYW,SkyWest,Airlines,1113853194
SKYX,SKYX Platforms,Electrical Equipment & Parts,300785452
SLAB,Silicon Laboratories,Semiconductors,5485982722
SLAC,Social Leverage Acquisition Corp I,Shell Companies,102773000
SLAM,Slam Corp.,Shell Companies,412588089
SLB,Schlumberger,Oil & Gas Equipment & Services,74706308000
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,1014928876
SLDB,Solid Biosciences,Biotechnology,93363687
SLDP,Solid Power,Electrical Equipment & Parts,517974213
SLF,Sun Life Financial,Insurance - Diversified,27770829791
SLG,SL Green Realty,REIT - Office,1531255245
SLGC,SomaLogic,Health Information Services,486635100
SLGG,Super League Gaming,Internet Content & Information,20942075
SLGL,Sol-Gel Technologies,Biotechnology,102268090
SLGN,Silgan Holdings,Packaging & Containers,5893629660
SLI,Standard Lithium,Other Industrial Metals & Mining,614732340
SLM,SLM Corporation,Credit Services,3005214840
SLN,Silence Therapeutics,Biotechnology,271412415
SLNA,Selina Hospitality,Resorts & Casinos,156585280
SLND,Southland Holdings,Engineering & Construction,312425700
SLNG,Stabilis Solutions,Oil & Gas Integrated,61937232
SLNH,Soluna Holdings,Scientific & Technical Instruments,5668712
SLNO,Soleno Therapeutics,Biotechnology,17971338
SLP,Simulations Plus,Health Information Services,847740150
SLQT,SelectQuote,Insurance Brokers,353005440
SLRC,SLR Investment,Asset Management,815591270
SLRX,Salarius Pharmaceuticals,Biotechnology,4306712
SLS,SELLAS Life Sciences Group,Biotechnology,45850050
SLVM,Sylvamo,Paper & Paper Products,1946122995
SLVR,SILVERspac,Shell Companies,319687480
SM,SM Energy Company,Oil & Gas E&P,3766479480
SMAP,SportsMap Tech Acquisition,Shell Companies,156369500
SMAR,Smartsheet,Software - Application,6230047260
SMBC,Southern Missouri Bancorp,Banks - Regional,423341568
SMBK,SmartFinancial,Banks - Regional,398903161
SMCI,Super Micro Computer,Computer Hardware,6045985184
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,54513819433
SMFL,Smart for Life,Packaged Foods,5751994
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,4005875722
SMHI,SEACOR Marine Holdings,Marine Shipping,223667313
SMID,Smith-Midland,Building Materials,99121007
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,155796840
SMLR,Semler Scientific,Medical Devices,154001475
SMMF,Summit Financial Group,Banks - Regional,261309048
SMMT,Summit Therapeutics,Biotechnology,1276763535
SMP,Standard Motor Products,Auto Parts,789725620
SMPL,The Simply Good Foods Company,Packaged Foods,3926925558
SMR,NuScale Power,Utilities - Renewable,632694550
SMRT,SmartRent,Software - Application,567225519
SMSI,Smith Micro Software,Software - Application,70998807
SMTC,Semtech,Semiconductors,1443370397
SMTI,Sanara MedTech,Medical Instruments & Supplies,351240482
SMWB,Similarweb,Internet Content & Information,499993415
SMX,SMX (Security Matters) Public Limited Company,Specialty Business Services,13783103
SNA,Snap-on,Tools & Accessories,13103687232
SNAL,Snail,Electronic Gaming & Multimedia,46371024
SNAP,Snap Inc.,Internet Content & Information,17774262600
SNAX,Stryve Foods,Packaged Foods,17540848
SNBR,Sleep Number,"Furnishings, Fixtures & Appliances",665938464
SNCE,Science 37 Holdings,Health Information Services,31633559
SNCR,Synchronoss Technologies,Software - Infrastructure,85372075
SNCY,Sun Country Airlines Holdings,Airlines,1124714976
SND,Smart Sand,Oil & Gas Equipment & Services,83412966
SNDA,Sonida Senior Living,Medical Care Facilities,47623443
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,414513000
SNDR,Schneider National,Trucking,4685776262
SNDX,Syndax Pharmaceuticals,Biotechnology,1431134766
SNES,SenesTech,Specialty Chemicals,3140891
SNEX,StoneX Group,Capital Markets,2106993348
SNFCA,Security National Financial,Mortgage Finance,142211559
SNGX,Soligenix,Biotechnology,5835800
SNMP,Evolve Transition Infrastructure LP,Oil & Gas Midstream,52051510
SNN,Smith & Nephew,Medical Devices,12261946545
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,4416788
SNOW,Snowflake,Software - Application,48750000000
SNPO,Snap One Holdings,Electronics & Computer Distribution,714582508
SNPS,Synopsys,Software - Infrastructure,59236339880
SNPX,Synaptogenix,Biotechnology,5884296
SNRH,Senior Connect Acquisition I,Shell Companies,518027260
SNSE,Sensei Biotherapeutics,Biotechnology,48475746
SNT,Senstar Technologies,Security & Protection Services,31701600
SNTG,Sentage Holdings,Credit Services,4508000
SNTI,Senti Biosciences,Biotechnology,50351520
SNV,Synovus Financial,Banks - Regional,4366745261
SNX,TD SYNNEX,Electronics & Computer Distribution,9007539080
SNY,Sanofi,Drug Manufacturers - General,135310758267
SO,The Southern Company,Utilities - Regulated Electric,75102119389
SOBR,SOBR Safe,Scientific & Technical Instruments,31619287
SOFI,SoFi Technologies,Credit Services,4821768996
SOFO,Sonic Foundry,Software - Application,10938942
SOHO,Sotherly Hotels,REIT - Hotel & Motel,78024998
SOHU,Sohu.com,Electronic Gaming & Multimedia,489190850
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,418849392
SOL,ReneSola,Solar,287336944
SOLO,Electrameccanica Vehicles,Auto Manufacturers,60632880
SON,Sonoco Products Company,Packaging & Containers,5950213668
SOND,Sonder Holdings,Lodging,155076943
SONM,Sonim Technologies,Communication Equipment,42635216
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,6674834
SONO,Sonos,Consumer Electronics,2499841240
SONX,Sonendo,Medical Devices,95097168
SONY,Sony Group,Consumer Electronics,112732269277
SOPA,Society Pass,Software - Application,27082800
SOPH,SOPHiA GENETICS,Health Information Services,303191088
SOS,SOS Limited,Software - Infrastructure,25584863
SOTK,Sono-Tek,Scientific & Technical Instruments,80912820
SOUN,SoundHound AI,Software - Application,705907842
SOVO,Sovos Brands,Packaged Foods,1705642280
SP,SP Plus,Specialty Business Services,668398095
SPB,Spectrum Brands Holdings,Household & Personal Products,2753042130
SPCB,SuperCom,Security & Protection Services,5120387
SPCE,Virgin Galactic Holdings,Aerospace & Defense,1087408800
SPCM,"Sound Point Acquisition Corp I,",Shell Companies,341227079
SPFI,South Plains Financial,Banks - Regional,363972665
SPG,Simon Property Group,REIT - Retail,42050815781
